SN,Lastname,Firstname,Gender,Height,Weight,Passport ID,Country,Job Title,Income Annual,Hobby,Car Brand,Age,Num Covid Shots
444,Barber,Samuel,M,1.94,48.65,N8473012H,Japan,Converter Operator,7769,Fishing,-,25.0,0.0
445,Nolan,Joseph,M,1.92,51.14,51559343T,Canada,Bowling-Ball Molder,117658,Animal Care,-,28.0,1.0
446,Carlson,Julia,F,1.78,46.53,50876390G,Netherlands,Denture-Model Maker,10148,Exercise,-,39.0,0.0
447,Duke,Bradley,M,1.72,68.06,N8321481A,Canada,Mover,26211,Horseback Riding,-,25.0,1.0
448,Hogan,Jeffrey,M,1.76,48.36,S7288698S,Vietnam,"Stripper, Lithographic I",91088,Team Sports,-,17.0,1.0
449,May,Nicole,F,1.81,40.78,41566193M,Senegal,"Repairer, Probe Test Card, Semiconductor Wafers",69116,Swimming,-,23.0,1.0
450,Coffey,Jason,M,1.8,55.85,25065239C,Poland,"Supervisor, Threshing Department",19662,Going to Movies,-,16.0,0.0
451,Holloway,Christopher,M,1.94,64.92,10561508Q,Japan,"Driller, Hand",22263,Animal Care,-,27.0,1.0
452,Morgan,Samuel,M,1.77,55.41,Y7238131E,Slovakia,Convolute-Tube Winder,9292,Family Time,-,15.0,0.0
453,Berger,Elizabeth,F,1.5,42.33,U0540152L,Romania,Ventilator,32881,Dancing,-,30.0,0.0
454,Roberts,Christian,M,1.72,55.47,O4988620W,Sweden,"Lead Recoverer, Continuous-Naphtha-Treating Plant",44909,Eating Out,Dodge,21.0,0.0
455,Duncan,Billy,M,1.63,80.95,14711793V,Slovenia,Steel-Box-Toe Inserter,80648,Relaxing,Mitsubishi,34.0,1.0
456,Bradford,Theresa,F,1.55,56.76,19841124V,Germany,Fire-Extinguisher-Sprinkler Inspector,10603,Horseback Riding,-,36.0,1.0
457,Workman,Stephen,M,1.91,57.26,31946702W,Sweden,"Cementer And Folder, Machine",53857,Skiing,-,33.0,0.0
458,Martin,Susan,F,1.58,45.9,72253629P,Malta,Thread-Milling-Machine Set-Up Operator,129617,Skiing,Toyota,46.0,2.0
459,Robinson,Zachary,M,1.68,57.81,M7532816X,South Africa,Tree Pruner,78812,Gardening,-,26.0,0.0
460,Harper,Aaron,M,1.94,58.99,03971614G,Brazil,"Sample Maker, Hand",62699,Relaxing,Hyundai,30.0,1.0
461,Christensen,Noah,M,1.75,70.19,L5968812J,Russia,"Electronics Assembler, Developmental",6755,Computer Games,-,35.0,1.0
462,Buckley,Mary,F,1.63,51.02,38997503W,Russia,Infantry Weapons Crewmember,11438,Painting,-,34.0,1.0
463,Payne,Cynthia,F,1.52,50.07,A2815131O,Japan,Electrical Technician,6917,Skiing,-,32.0,2.0
464,Palmer,Linda,F,1.46,56.63,U4194789Q,Luxembourg,Bureau Chief,22002,Watching Sports,-,39.0,1.0
465,Kent,Jeremy,M,1.94,59.15,48522278M,Spain,"Supervisor, Telephone Information",37623,Motorcycling,-,24.0,1.0
466,Lopez,Louis,M,1.86,67.27,73303530U,Egypt,Pneumatic Jacketer,13712,Going to Movies,-,31.0,2.0
467,Wagner,Donald,M,1.76,48.36,65662916Q,South Korea,"Restorer, Lace And Textiles",26219,Computer Games,-,25.0,1.0
468,Carney,Rose,F,1.44,43.02,U3094833V,Japan,"Paint Sprayer, Sandblaster",32839,Entertaining,-,26.0,1.0
469,Foster,Christian,M,1.72,48.36,A5127615S,Greece,"Leasing Agent, Residence",67681,Walking,-,15.0,1.0
470,Contreras,Jessica,F,1.66,39.32,J5948860Z,Austria,Tower Helper,85519,Volunteer Work,Tesla,43.0,1.0
471,Giles,Louis,M,1.6,52.33,10645372Q,Luxembourg,Riveter Helper,97241,Skiing,-,33.0,1.0
472,Harmon,Christian,M,1.61,68.46,61534156O,Spain,Coffee Weigher,19963,Shopping,-,33.0,1.0
473,Christian,Sandra,F,1.61,45.19,23913465N,Slovenia,Fish Roe Processor,49223,Watching TV,-,27.0,1.0
474,Todd,Timothy,M,1.87,52.43,X2459760M,Slovakia,"Supervisor, Education",9625,Theater,-,32.0,1.0
475,Mejia,Michael,M,1.8,71.17,05141720L,Denmark,Bellows Maker,8924,Exercise,-,29.0,2.0
476,Mckay,Bryan,M,1.9,54.68,30956599T,Hungary,Escort-Vehicle Driver,13910,Theater,-,15.0,1.0
477,Wong,Donald,M,1.94,48.36,M2578086S,South Africa,Wax Bleacher,179402,Sewing,-,23.0,0.0
478,Ball,Gabriel,M,1.94,72.83,O3390358Z,Ireland,Sample Maker I,11732,Watching TV,-,29.0,0.0
479,Winters,Eric,M,1.94,61.41,Q6930408N,Finland,"Candy Molder, Hand",128666,Listening to Music,-,30.0,1.0
480,Shaffer,Sophia,F,1.56,43.45,I0568479X,Italy,"Production Technician, Semiconductor Processing Equipment",33632,Listening to Music,-,32.0,0.0
481,Herrera,Gabriel,M,1.65,51.34,61940639C,Senegal,"Tunnel-Elastic Operator, Lockstitch",60392,Animal Care,Citroen,36.0,1.0
482,Sherman,Julie,F,1.79,48.92,04921799O,Finland,"Transporter, Patients",49905,Dancing,TATA Motors,33.0,0.0
483,Martinez,Sarah,F,1.68,47.97,14795041R,Russia,"Sales Representative, Containers",26140,Sleeping,-,32.0,1.0
484,Beard,Madison,F,1.82,48.71,65649513K,Lithuania,Script Supervisor,19928,Swimming,-,41.0,1.0
485,Lott,Alexis,F,1.57,48.88,X1807632H,Austria,Test-Engine Evaluator,100032,Fishing,Rolls Royce,24.0,1.0
486,Maynard,Elizabeth,F,1.82,43.58,21886989K,Slovakia,Bottom-Precipitator Operator,49805,Team Sports,Volkswagen,38.0,1.0
487,Wagner,Julie,F,1.71,39.32,57655108U,Cyprus,Asphalt-Heater Tender,69403,Going to Movies,General Motors,36.0,0.0
488,Gallegos,Pamela,F,1.53,41.25,S0281740X,Netherlands,Body Wirer,25161,Playing Cards,-,29.0,1.0
489,Joyner,Anthony,M,1.54,53.16,V8442659U,Senegal,Routing Clerk,19668,Sewing,-,37.0,0.0
490,Hayes,Sandra,F,1.73,41.82,V6063515I,Croatia,Stress Test Technician,37024,Eating Out,-,36.0,1.0
491,Mitchell,Jack,M,1.72,48.36,X8001238W,South Korea,Briquetter Operator,16350,Writing,-,40.0,1.0
492,Sanchez,Bradley,M,1.71,80.45,U1769631P,Spain,Coordinate Measuring Equipment Operator,40330,Exercise,Jaguar,34.0,0.0
493,Odom,Marilyn,F,1.81,54.92,H0727846L,Italy,Cloth-Bolt Bander,93209,Hiking,-,28.0,2.0
494,Macias,Bobby,M,1.78,48.36,M8822947W,South Korea,Binder Technician,123808,Hunting,-,28.0,1.0
495,Livingston,Amy,F,1.69,39.32,74195185N,Spain,Car Icer,91292,Computer Games,Alfa Romeo,46.0,1.0
496,Dunlap,Barbara,F,1.77,45.73,38079357S,South Africa,Solutions Operator,70503,Golf,Infiniti,27.0,0.0
497,Pena,Henry,M,1.84,76.71,O5447722Z,Romania,"Mechanical-Design Engineer, Products",7668,Bicycling,-,16.0,1.0
498,Ashley,Aaron,M,1.65,67.74,E9858441C,Italy,"Etcher Helper, Hand",18797,Entertaining,-,25.0,1.0
499,Jarvis,Bryan,M,1.54,48.36,I7229779F,Chile,Catalog Librarian,35849,Swimming,-,24.0,1.0
500,Donovan,Ronald,M,1.67,54.18,27100202M,Italy,Definer,83741,Tennis,-,32.0,0.0
501,Lewis,Walter,M,1.7,69.57,73644982P,China,Pigment Pumper,173862,Fishing,Land Rover,24.0,1.0
502,Anderson,Kayla,F,1.55,47.43,C1129088U,Russia,Flasher Adjuster,37737,Crafts,-,31.0,0.0
503,Dawson,Charles,M,1.71,75.32,57984979A,Austria,Bucker,30183,Bowling,-,30.0,1.0
504,Olsen,Kenneth,M,1.8,49.03,E5059612V,Senegal,Tablet-Making-Machine-Operator Helper,56025,Bicycling,Hyundai,22.0,1.0
505,Atkins,Kelly,F,1.41,47.89,85250574H,Italy,Wood Caulker,59100,Listening to Music,-,25.0,0.0
506,Middleton,Diana,F,1.39,47.63,U7776258R,Spain,Auction Assistant,27149,Theater,-,43.0,1.0
507,Delaney,Russell,M,1.94,48.36,53065427B,Germany,Brand Recorder,73878,Tennis,Honda,40.0,1.0
508,Wyatt,Amber,F,1.82,44.11,I0587879C,Denmark,"Guide, Sightseeing",20064,Running,-,29.0,1.0
509,Jennings,Jacqueline,F,1.81,49.14,18517837J,Turkey,Casket Liner,32903,Tennis,-,29.0,2.0
510,Cole,Lisa,F,1.5,43.04,47384229Y,France,Stamp-Pad Maker,51836,Traveling,Saab,18.0,1.0
511,Ferrell,Albert,M,1.63,54.83,70147335G,Malta,"Commanding Officer, Motorized Squad",220159,Sewing,-,15.0,1.0
512,Alexander,Vincent,M,1.94,48.36,73205120O,Vietnam,Meter Repairer,50482,Listening to Music,-,19.0,2.0
513,Baker,Madison,F,1.69,46.48,M3280299P,Romania,Film-Vault Supervisor,23797,Painting,-,35.0,1.0
514,Dillard,Mary,F,1.82,43.15,V7913080S,Japan,Machine-Clothing Replacer,25299,Playing Music,-,35.0,1.0
515,Hester,Sharon,F,1.52,39.96,59951115T,Turkey,Feed Weigher,67758,Sewing,Cadillac,33.0,1.0
516,Lowery,Jean,F,1.65,51.41,H6990208J,France,"Inspector, Wire Products",41067,Camping,-,35.0,0.0
517,Mendez,Frances,F,1.39,49.78,C7901691J,Lithuania,Refractory Mixer,10752,Team Sports,-,34.0,1.0
518,Sosa,Gabriel,M,1.54,70.53,R3604519Z,Italy,Identification Officer,83823,Watching Sports,-,34.0,1.0
519,Dudley,Rachel,F,1.82,49.01,I4809497V,Vietnam,Ring-Making-Machine Operator,90170,Camping,Pagani,22.0,0.0
520,Huffman,Brittany,F,1.73,48.74,G9512988U,Spain,Sales Manager,14198,Socializing,-,34.0,1.0
521,Berger,Robert,M,1.94,76.92,O1673422V,Mexico,Cleaner,45465,Boating,Maserati,34.0,1.0
522,Donaldson,Zachary,M,1.81,72.48,G3406221A,Greece,Cantor,6802,Cooking,-,29.0,2.0
523,Pate,Jack,M,1.73,50.75,A1768168N,Italy,Case Packer And Sealer,90491,Socializing,Porsche,33.0,0.0
524,Lawson,Anna,F,1.73,47.77,69983130X,Japan,Transfer-Car Operator,41733,Watching TV,-,31.0,1.0
525,Cunningham,Thomas,M,1.82,63.43,X0945876A,South Africa,Profile-Grinder Technician,214050,Socializing,Volvo,25.0,0.0
526,Bernard,Heather,F,1.43,45.78,H3503300E,Hungary,Box-Truck Washer,53503,Playing Music,Chrysler,21.0,0.0
527,Harris,Betty,F,1.52,61.61,77199492F,Brazil,"Sewing-Machine Operator, Zipper",189983,Animal Care,Chevrolet,31.0,1.0
528,Walsh,Natalie,F,1.8,49.53,J3457207Q,Germany,"Production Engineer, Track",92309,Computer Games,-,38.0,0.0
529,Brock,Jeremy,M,1.84,72.28,M0449366W,Italy,Crater,41302,Tennis,Porsche,36.0,1.0
530,Whitehead,Virginia,F,1.76,47.61,U2557799X,Italy,Wringer-Machine Operator,30219,Volunteer Work,-,31.0,1.0
531,May,Cynthia,F,1.39,41.29,F9429195Y,Indonesia,Columnist,6798,Eating Out,-,28.0,0.0
532,Brewer,Bobby,M,1.9,61.17,38562842Y,Mexico,"Supervisor, Furnace Process",48400,Camping,-,30.0,1.0
533,Hensley,Kenneth,M,1.94,48.36,45155535H,Denmark,Liner Replacer,47224,Boating,BMW,17.0,1.0
534,Vance,Abigail,F,1.4,49.8,P8260452C,Spain,Gas-Meter-Installer Helper,8797,Hiking,-,22.0,1.0
535,Hammond,Samantha,F,1.82,52.53,H8749393F,Estonia,Disc-Pad Grinding Machine Feeder,70913,Swimming,-,35.0,0.0
536,Holden,Aaron,M,1.52,62.26,85516672Y,United States of America,"Supervisor, Central Supply",56002,Sleeping,Buick,19.0,1.0
537,Giles,Beverly,F,1.64,52.33,48428791C,China,"Tanner, Rotary Drum, Continuous Process",10764,Playing Cards,-,31.0,1.0
538,Mcbride,Marilyn,F,1.78,51.08,D1468239H,Denmark,Numerical-Control Router Operator,42517,Fishing,Tesla,40.0,1.0
539,Lester,Christian,M,1.52,49.0,N3222165K,France,"Brush Filler, Hand",5663,Hiking,-,24.0,0.0
540,Mcleod,Randy,M,1.66,73.84,F7519518M,Austria,Rim-Fire-Priming Operator,237628,Family Time,-,15.0,1.0
541,Townsend,Matthew,M,1.81,75.01,E4098492B,Slovakia,Parimutuel-Ticket Cashier,24403,Cooking,-,31.0,0.0
542,Gibson,Ralph,M,1.94,68.81,L1978899L,China,"Investigator, Dealer Accounts",27698,Hunting,-,23.0,0.0
543,Vega,Grace,F,1.6,46.12,J6965001M,South Africa,Edge Stainer I,22065,Motorcycling,-,24.0,1.0
544,Lee,Judy,F,1.46,39.32,V3615470N,Cyprus,Settlement Clerk,23539,Bowling,-,39.0,1.0
545,Mann,Brandon,M,1.69,70.09,19527549N,France,Hogshead Mat Inspector,44983,Relaxing,-,43.0,2.0
546,Simpson,Lawrence,M,1.86,51.75,A0736441U,Romania,Glass Bender,76201,Playing Music,Land Rover,37.0,0.0
547,West,Brittany,F,1.66,48.2,J6710457L,Slovenia,Spiral Weaver,14666,Billiards,-,33.0,1.0
548,Best,Janice,F,1.79,50.24,87090755T,Bulgaria,Express Clerk,28004,Shopping,-,40.0,1.0
549,Walton,Stephanie,F,1.61,51.97,B1380388A,Italy,Die Mounter,14188,Hunting,-,28.0,1.0
550,Phillips,James,M,1.94,82.07,U4872919O,United States of America,Mechanic,16328,Theater,-,16.0,1.0
551,Noble,Joe,M,1.79,52.71,N7488742X,Italy,Trim-Machine Adjuster,52668,Sewing,-,40.0,1.0
552,Vaughan,Jean,F,1.75,51.73,M7183100N,Slovakia,"Repairer, Probe Test Card, Semiconductor Wafers",58932,Eating Out,-,38.0,1.0
553,Sanchez,Brittany,F,1.82,55.97,Q8816012R,Lithuania,Muffler Installer,26726,Reading,-,33.0,1.0
554,Alford,Frances,F,1.54,48.66,X3300476L,Netherlands,Core Extruder,9061,Housework,-,30.0,2.0
555,Bruce,Jordan,M,1.76,61.43,U8949312D,Netherlands,Case-Loader Operator,46307,Bowling,-,37.0,0.0
556,Sheppard,Alice,F,1.73,39.32,71135622R,Romania,Clinical Psychologist,24319,Socializing,-,44.0,1.0
557,Riddle,Jean,F,1.71,39.32,J4842957D,Denmark,Weaving Supervisor,68988,Team Sports,-,27.0,1.0
558,Mccarthy,Mark,M,1.63,68.23,58681003Z,Croatia,Chemical-Strength Tester,55774,Bowling,-,40.0,1.0
559,Bush,Julia,F,1.58,57.02,G8866561E,United Kingdom,Ball Assembler,11525,Volunteer Work,-,38.0,1.0
560,Gardner,Julia,F,1.61,41.37,B9283419I,Italy,Bagger,102764,Relaxing,-,31.0,0.0
561,Riddle,Joan,F,1.65,47.03,I9840553N,Bulgaria,Dye-House Worker,12276,Theater,-,25.0,1.0
562,Keller,Stephen,M,1.78,58.65,49065935U,Belgium,Fluid-Power Mechanic,8684,Team Sports,-,35.0,0.0
563,Dickson,Jose,M,1.58,77.66,35210708G,Canada,"Cupola Charger, Insulation",56369,Running,-,46.0,1.0
564,Phillips,Anna,F,1.47,43.01,X7650863V,Portugal,Grain Drier,47837,Fishing,-,16.0,0.0
565,Morton,Sara,F,1.54,40.95,E6437131I,Czechia,File Clerk I,5774,Volunteer Work,-,48.0,1.0
566,Pate,Billy,M,1.88,50.5,S9734548E,Netherlands,Truck-Crane Operator,19007,Listening to Music,-,24.0,0.0
567,Saunders,David,M,1.83,70.14,V8171426L,Turkey,Section Supervisor,50635,Bicycling,-,32.0,1.0
568,Pollard,Christian,M,1.52,85.47,71661066W,Croatia,Personal Attendant,85994,Gardening,-,28.0,0.0
569,Hewitt,Henry,M,1.94,65.24,R6701755A,Czechia,Milling-Machine Set-Up Operator Ii,162399,Billiards,McLaren,30.0,0.0
570,Campos,Sara,F,1.62,50.34,85289861O,Turkey,"Weigher, Production",93353,Animal Care,-,27.0,1.0
571,Vega,Denise,F,1.57,41.95,D9823800F,India,Unit Clerk,17463,Going to Movies,-,27.0,1.0
572,Casey,Sharon,F,1.63,46.1,58967130W,India,Contact-Lens Molder,91210,Sleeping,Mitsubishi,29.0,1.0
573,Miranda,Hannah,F,1.62,44.89,A2907128U,Egypt,Rug-Dry-Room Attendant,91616,Listening to Music,-,38.0,0.0
574,Lucas,Barbara,F,1.74,44.32,C2970701Z,Slovenia,Microelectronics Technician,81450,Dancing,Jeep,29.0,1.0
575,Dillon,Christopher,M,1.79,53.12,O6231288J,Estonia,Wringer Operator,109815,Watching Sports,Tesla,32.0,0.0
576,Kaufman,Beverly,F,1.64,41.61,D3942381N,Belgium,Casing-In-Line Setter,7573,Camping,-,31.0,1.0
577,Rowland,Ethan,M,1.74,64.33,Y1245656K,Cyprus,"Lining Baster, Jumpbasting",24900,Animal Care,-,35.0,1.0
578,Villarreal,Lauren,F,1.39,62.7,C4895158W,Indonesia,Voice Pathologist,39152,Tennis,-,37.0,2.0
579,Morton,Michelle,F,1.72,43.37,P5048641D,Latvia,Shear Operator Ii,6676,Golf,-,32.0,0.0
580,Rush,Kayla,F,1.77,49.37,09534375C,Slovenia,Pumper-Gauger,15279,Swimming,-,37.0,0.0
581,Navarro,Robert,M,1.94,63.93,04095506Y,Thailand,Brim-Pouncing-Machine Operator,9795,Bicycling,-,28.0,0.0
582,Albert,Zachary,M,1.72,57.45,Q5903150N,Canada,Cutter Helper,12985,Dancing,-,30.0,0.0
583,Oconnor,Julie,F,1.59,40.1,I4420523P,Indonesia,Ice Cream Freezer Assistant,37482,Hiking,-,36.0,0.0
584,Pace,Nicholas,M,1.52,48.95,X0294124Q,Belgium,"Supervisor, Finishing Room",104544,Sewing,Buick,29.0,1.0
585,Casey,Austin,M,1.72,65.83,84621102O,Argentina,Sealer,15220,Hiking,-,15.0,1.0
586,Rivera,Randy,M,1.94,71.25,G3614774L,United Kingdom,Respiratory Therapist,8793,Theater,-,44.0,2.0
587,Ray,Paul,M,1.94,75.3,H3763758I,Italy,Technical Writer,52689,Listening to Music,-,15.0,0.0
588,Hull,Laura,F,1.61,39.32,41627509I,Finland,Billposter,103457,Bowling,-,29.0,1.0
589,Robles,Nathan,M,1.81,48.36,B4336410H,Italy,Rodding-Anode Worker,115957,Reading,-,23.0,0.0
590,Quinn,Frank,M,1.92,66.65,45596396P,Denmark,Milling-Machine Tender,94030,Gardening,-,23.0,0.0
591,Chavez,Stephen,M,1.83,53.36,72689327H,Canada,Revenue Agent,36074,Working on Cars,-,36.0,0.0
592,Macias,Bradley,M,1.76,59.05,25458139K,Japan,Laserist,11597,Listening to Music,-,22.0,2.0
593,Hester,Ronald,M,1.75,48.36,D4028638R,Latvia,"Supervisor, Order Takers",15675,Team Sports,-,15.0,1.0
594,Wood,Sharon,F,1.42,47.54,16168528Q,Spain,Caddie,9278,Traveling,-,28.0,0.0
595,Alvarez,George,M,1.53,60.94,C2347161F,Turkey,"Psychologist, Chief",9338,Boating,-,42.0,2.0
596,Gallagher,Carolyn,F,1.63,49.18,B8859754U,Egypt,Unit Operator,15668,Painting,-,36.0,1.0
597,Solomon,Linda,F,1.72,44.88,M8990468P,Indonesia,Smoke Jumper,17349,Fishing,-,31.0,1.0
598,Summers,Frances,F,1.63,48.32,W6332501X,Russia,Coordinator,106184,Watching Sports,Chevrolet,34.0,1.0
599,Rocha,Madison,F,1.45,47.37,Y0640467A,Denmark,Driver,45415,Traveling,-,45.0,2.0
600,Taylor,Joshua,M,1.89,73.47,Q6321549T,Spain,"Machinist, Wood",60641,Working on Cars,-,27.0,1.0
601,Bruce,Brenda,F,1.82,55.84,43407677S,Sweden,"Supervisor, Advertising-Dispatch Clerks",38622,Computer Games,-,39.0,1.0
602,May,Sara,F,1.56,56.59,23819363T,United States of America,Roller-Machine Operator,65387,Playing Music,-,18.0,1.0
603,Montoya,Jonathan,M,1.63,48.62,A9668240Z,Thailand,Rip-And-Groove-Machine Operator,29790,Tennis,-,32.0,0.0
604,Nichols,Matthew,M,1.77,55.64,34467952D,Vietnam,Shoe Cleaner,112123,Sleeping,Volkswagen,25.0,1.0
605,Finch,Nicole,F,1.59,51.7,66538250A,Senegal,"Director, Industrial Relations",21763,Computer Games,-,28.0,0.0
606,Mason,William,M,1.64,57.04,B6533858E,Ireland,Transferrer,11624,Dancing,-,32.0,0.0
607,Stein,Elizabeth,F,1.75,50.05,20155412L,Germany,Stopping Builder,27031,Hiking,-,36.0,1.0
608,Jensen,Jennifer,F,1.6,54.98,05427779L,Russia,Wax-Pot Tender,23805,Family Time,-,30.0,1.0
609,Frank,Alan,M,1.68,65.63,65582237T,Japan,Tubber,28374,Painting,-,23.0,0.0
610,Petersen,Ann,F,1.49,46.13,26833733J,India,"Calender Operator, Insulation Board",181212,Running,Chevrolet,35.0,0.0
611,Pace,Aaron,M,1.76,48.36,E0535348H,Croatia,Rubber-Mold Maker,14431,Watching TV,-,43.0,1.0
612,Alvarez,Michelle,F,1.72,49.63,O5120836G,France,Size Maker,16871,Sewing,-,19.0,1.0
613,Rodriquez,Melissa,F,1.7,49.18,V5731108J,Egypt,Slasher-Tender Helper,12966,Fishing,-,34.0,1.0
614,Cash,Dylan,M,1.94,54.98,53399958E,United States of America,"Electrician, Radio",44997,Painting,-,32.0,0.0
615,Brown,Elizabeth,F,1.43,41.86,Z6802162P,Netherlands,Luggage Repairer,33651,Boating,-,39.0,0.0
616,Horton,Victoria,F,1.41,43.23,L3271307Y,Netherlands,Electronic Masking System Operator,43506,Playing Music,-,35.0,1.0
617,Mcintosh,Rebecca,F,1.49,44.04,H0822443Y,Bulgaria,"Supervisor, Framing Mill",38477,Exercise,-,26.0,0.0
618,Mendoza,Judith,F,1.49,54.26,H5539076F,Portugal,Brim-Pouncing-Machine Operator,41121,Entertaining,Hyundai,33.0,0.0
619,Norris,Ruth,F,1.62,45.07,53733917A,China,"Assembler For Puller-Over, Hand",108857,Team Sports,-,38.0,0.0
620,Mcintosh,Mark,M,1.59,54.19,O2269393X,Portugal,Paper-Coating-Machine Operator,10698,Exercise,-,28.0,0.0
621,Perkins,Abigail,F,1.39,51.95,05279778E,Estonia,Inspection Supervisor I,166357,Fishing,BMW,35.0,2.0
622,Carr,Ryan,M,1.94,48.36,D5017380B,Japan,Drip Pumper,13540,Animal Care,-,39.0,1.0
623,Wilkins,Nancy,F,1.51,48.98,I4714486T,India,Boilermaker Helper I,87500,Skiing,Infiniti,32.0,0.0
624,Hughes,Julie,F,1.74,46.73,V1194305Y,Saudi Arabia,Social Media Specialist,24161,Shopping,-,26.0,2.0
625,Vargas,Megan,F,1.68,47.36,31004421L,Slovenia,Returned-Item Clerk,25714,Animal Care,-,40.0,1.0
626,Dunn,Jordan,M,1.89,70.39,X4436211T,Vietnam,Baggage-And-Mail Agent,26894,Fishing,-,28.0,0.0
627,Tanner,Carol,F,1.49,41.17,26660898V,Argentina,"Checker, Bakery Products",13405,Motorcycling,-,30.0,0.0
628,Carpenter,Donna,F,1.68,46.15,C1448647G,Argentina,Speeder Tender,6411,Dancing,-,30.0,0.0
629,Greene,Donna,F,1.7,39.32,B1323107F,India,Furnace Operator,93951,Writing,-,32.0,1.0
630,Ochoa,Eugene,M,1.82,74.18,D2921639G,Saudi Arabia,School-Plant Consultant,84949,Listening to Music,-,29.0,1.0
631,Rios,Lisa,F,1.61,48.72,L9368577N,Austria,"Supervisor, Soaking Pits",186918,Playing Cards,-,32.0,2.0
632,Ewing,George,M,1.67,68.96,48958538A,Cyprus,"Welder, Arc",33985,Boating,-,40.0,1.0
633,Baker,Harold,M,1.66,78.6,Q1363334W,Portugal,Yard Clerk,96157,Billiards,Bentley,37.0,1.0
634,Pena,Betty,F,1.75,39.32,Z4128936U,Italy,Necktie-Centralizing-Machine Operator I,140501,Writing,-,35.0,1.0
635,Austin,Robert,M,1.92,69.93,33080362S,Latvia,Substation-Operator Helper,7955,Bicycling,-,34.0,0.0
636,Christian,George,M,1.91,69.63,08500217K,Romania,Insole-And-Heel-Stiffener,36211,Hiking,-,15.0,1.0
637,Thompson,Catherine,F,1.39,46.98,W5492613L,India,"Hackler, Doll Wigs",35269,Socializing,-,39.0,1.0
638,Kerr,Robert,M,1.75,48.36,Q5754524N,Luxembourg,Program Coordinator,22859,Boating,-,24.0,1.0
639,Taylor,Donald,M,1.53,51.22,B2552336K,Hungary,Type-Proof Reproducer,20538,Hiking,-,34.0,0.0
640,Wise,Billy,M,1.76,59.13,F5848866A,Argentina,"Laborer, Grinding And Polishing",137820,Running,-,42.0,1.0
641,Lamb,Jane,F,1.76,40.29,A6949154A,India,Threshing-Machine Operator,14603,Reading,-,32.0,0.0
642,Barron,Johnny,M,1.89,68.1,C6495585D,Luxembourg,Radioactivity-Instrument Maintenance Technician,37432,Hunting,-,31.0,1.0
643,Rodriquez,John,M,1.72,67.52,20818534E,Bulgaria,Monitor-And-Storage-Bin Tender,244417,Housework,Lexus,34.0,0.0
644,Vega,Logan,M,1.86,50.63,Z3996146K,Chile,Silver Wrapper,36746,Team Sports,-,39.0,1.0
645,Hunter,Ann,F,1.79,39.32,16669619X,France,Monorail Crane Operator,25133,Billiards,-,30.0,1.0
646,Flores,Nancy,F,1.69,43.56,47620650F,Chile,Tipple Tender,9889,Cooking,-,35.0,1.0
647,Maxwell,Kevin,M,1.73,56.45,51824050A,Thailand,Photoengraver Apprentice,54699,Family Time,Honda,36.0,0.0
648,Barron,Jeffrey,M,1.53,60.9,W7548900S,Indonesia,Ticket Printer And Tagger,26869,Theater,-,22.0,0.0
649,Howe,Kathleen,F,1.78,54.58,10598367Q,France,Slitter-Scorer-Cut-Off Operator,50443,Going to Movies,Ram,37.0,0.0
650,Cameron,Denise,F,1.82,48.28,X2041260G,Mexico,"Supervisor, Tile-And-Mottle",50809,Exercise,-,22.0,0.0
651,Contreras,Karen,F,1.56,52.28,S9071243Y,Luxembourg,Electronics Engineer,31172,Fishing,-,32.0,0.0
652,Haney,Elizabeth,F,1.55,53.66,Y1982306P,Luxembourg,Hat-Forming-Machine Feeder,55267,Painting,Jeep,43.0,1.0
653,England,George,M,1.81,54.12,T1880479D,Malta,Track-Laying Supervisor,83452,Camping,-,26.0,2.0
654,Osborne,Ethan,M,1.94,75.76,03093171U,Russia,"Supervisor, Structural-Steel Erection",11355,Fishing,-,29.0,1.0
655,Butler,Eugene,M,1.67,66.73,J3715616B,South Korea,Musician,7713,Working on Cars,-,35.0,1.0
656,Greer,Denise,F,1.82,50.91,54910744O,Netherlands,"Machine Set-Up Operator, Paper Goods",59811,Running,-,37.0,1.0
657,Vega,Mark,M,1.52,68.8,W3532176Q,France,Liner-Machine-Operator Helper,18281,Watching Sports,-,26.0,0.0
658,Young,Lori,F,1.72,46.64,V2871517M,Belgium,"Drying-Machine Operator, Package Yarns",101656,Relaxing,-,39.0,0.0
659,Short,Christina,F,1.69,48.9,D3754438A,Czechia,Tank Tender,93464,Tennis,-,26.0,0.0
660,Cross,Jane,F,1.77,40.04,42564764Z,Canada,Product-Safety Engineer,29302,Theater,-,39.0,0.0
661,Moses,Kathleen,F,1.82,52.94,10913520R,Slovenia,"Welding-Machine Operator, Friction",26677,Golf,-,25.0,0.0
662,Black,Jack,M,1.8,60.16,N0783599Z,Chile,Buzzsaw-Operator Helper,9588,Playing Music,-,31.0,0.0
663,Craft,Anthony,M,1.94,56.04,02748685Y,Ireland,"Hose Cutter, Machine",47713,Painting,-,22.0,1.0
664,Wilder,Christina,F,1.52,61.94,34486474Z,Japan,Overhauler,37057,Housework,-,28.0,0.0
665,Michael,Matthew,M,1.57,56.08,A7849958U,Cyprus,"Printed Circuit Board Inspector, Pre-Assembly",8838,Billiards,-,17.0,1.0
666,Rodriquez,Alexander,M,1.94,65.61,Y3278204Z,Bulgaria,Emergency Medical Technician,14100,Watching TV,-,26.0,1.0
